id,name,sponsor,event,venue,place,physical_description,occasion,notes,call_number,keywords,language,date,location,location_type,currency,currency_symbol,status,page_count,dish_count,occasion_cleaned,category,category_name
24487,,(CLUB),LUNCH OR DINNER,COMMERCIAL,"SAVARIN'S CAFE,NY",BROADSHEET; ILLUS; 6.5 X 10.5;,,PRICES LISTED FOR EACH ITEM; COMPLETE WINE LIST ON BACK;,1896-190,,,1896-10-24,Savarin's Cafe,,Dollars,USD,complete,2,372,,0,
24490,,THE ANSONIA,LUNCHEON,COMMERCIAL,"BROADWAY AND 73RD STREET, NEW YORK",CARD; 4.25 X 6.5;,,PRICED MENU; LOGO;,1907-056,,,1907-01-09,The Ansonia,,Dollars,USD,complete,2,60,,0,
24491,,ASTOR HOUSE,DINNER,COMMERCIAL,(NY),FOLDER;ILL;7X11;,DAILY;,"BUILDING PICTURED ON FRONT COVER;PRICED WINE LIST;""CIGARS SERVED IN SEALED ENVELOPES WITH PRICE MARKED THEREON"";",1899-901,,,1899-12-25,Astor House,,Dollars,USD,complete,4,481,DAILY,1,Daily
24508,,THE ANSONIA,DAILY MENU,COMMERCIAL,"BROADWAY AND 73RD STREET, NEW YORK",FOLDER; COL; 5.75 X 9.25;,,PRICED MENU; PINK STOCK; LOGO;,1907-055,,,1907-01-09,The Ansonia,,Dollars,USD,complete,4,241,,0,
24510,,HOTEL MARIE ANTOINETTE,DINNER,COMMERCIAL,NY,CARD;ILL;6.5X8.75;,DAILY;,PRICED MENU;,1900-574,,,1900-01-28,Hotel Marie Antoinette,,Dollars,USD,complete,2,123,DAILY,1,Daily
24511,,RAIMONDO BRAGUGLIA'S CAFE' & RESTAURANT,DAILY BILL OF FARE,COMMERCIAL,CAFE & REST;,FOLDER;ILLUS; COL;10.5 X 8.5;,DAILY MENU;,"MANY ITEMS HANDWRITTEN; ITALIAN, SPANISH, AND AMERICAN DISHES;  ALL PRICES NOTED;WINE LIST ON BACK;",1899-453,,,1899-05-18,Raimondo Braguglia's Cafe' & Restaurant,,Dollars,USD,complete,4,342,DAILY MENU,5,Tour
24515,,SMITH'S DINING ROOM,MENU;,COMMERCIAL,"300 PEARL STREET,NEW YORK,NY",BROADSHEET;5.75X10;,DAILY;,"""CALL AFTER 1 O'CLOCK AND GET BETTER SERVICE FOR THE SAME PRICE""",1901-903,,,1901-04-12,Smith's Dining Room,,Dollars,USD,complete,2,45,DAILY,1,Daily
24516,,SHERMAN HOUSE,DAILY DINNER,COM,"CHICAGO, ILL",FOLDER; ILL; 5.5X8.5,,"HOTEL PICTURED ON FRONT COVER, LIQUER LIST,MEAL HOURS LISTED ON BACK COVER",1885-021,,,1885-09-22,Sherman House,,Dollars,USD,complete,4,151,,0,
24519,,CASINO CENTRAL PARK,DAILY MENU,COMMERCIAL,,CARD;6.75X11.25;,DAILY;,"NO PRINTED DATE ON MENU,DATE HANDWRITTEN LATER;WINE LIST;",1900-353,,,1900-01-17,Casino Central Park,,Dollars,USD,complete,2,234,DAILY,1,Daily
24521,,FLAT IRON RESTAURANT & CAFE,MENU,COMMERCIAL,"NEW YORK, NY",FOLDER; ILLUS; COL; 10X14;,,A LA CARTE PRICED MENU; INCLUDES VERY EXTENSIVE WINE AND LIQUOR LIST; [DATE SUPPLIED BY FEB]; ILLUSTRATION OF FLAT IRON BUILDING AND STREET SCENE ON COVER;,1907-140,,,1907-01-28,Flat Iron Restaurant & Cafe,,Dollars,USD,complete,4,615,,0,
24525,,ROCKING STONE RESTAURANT,DINING ROOM MENU,COMMERCIAL,NEW YORK ZOOLOGICAL PARK,BROADSIDE; ALL ITEMS TYPED;8.25X11;,DAILY,PRICES LISTED FOR EACH ITEM;,1905-579,,,1905-07-14,Rocking Stone Restaurant,,Dollars,USD,complete,2,46,DAILY,1,Daily
24551,,MAJESTIC HOTEL,THANKSGIVING DINNER,COMMERCIAL,"NEW YORK, NY",BOOKLET; ILLUS; 6X8;,SECULAR HOLIDAY;,A LA CARTE PRICED MENU; TURKEY & WREATH EMBOSSED ON COVER;,1899-765,,,1899-11-30,Majestic Hotel,,Dollars,USD,complete,8,182,SECULAR HOLIDAY,2,Complimentary
24559,,J.C. HARTMANN RESTAURANTS AND CAFE,DINNER,COMMERCIAL,"15 BROAD STREET, 1 BROADWAY, NEW YORK",FOLDER; COL; 6.5 X 10;,,PRICED MENU AND WINE LIST; BLUE PAPER;,1900-508,,,1900-01-25,J.C. Hartmann Restaurants And Cafe,,Dollars,USD,complete,4,298,,0,
24562,,PROVINZIAL-LIEDERTAFEL,DINNER,SOC,"HOFJAGER, DESSAU,(GERMANY)",FOLDER; ILL; 4X6,,ATTACHED AT LEFT WITH RIBBON; WINE LIST WITH PRICES;,1890-070,,,1890-06-01,Provinzial Liedertafel,,Deutsche Marks,DEM,complete,4,26,,0,
24577,,WHITE'S DINING ROOMS,BILL OF FARE,COMMERCIAL,"NEW YORK, NY",FOLDER; 7X10;,OTHER (DAILY MENU);,"""TO ENJOY GOOD HEALTH TAKE A CUP OF OUR SOUP BEFORE LUNCH 5 CENTS;""",1900-165,,,1900-01-11,White's Dining Rooms,,Dollars,USD,complete,4,167,OTHER DAILY MENU,5,Tour
24598,,RECTOR'S,DAILY MENU,COMMERCIAL,"CHICAGO, IL",FOLDER; COL; ILLUS; 7 X 11;,,PRICED MENU BLUE STOCK; ORNAMENTAL BORDER,1906-018,,,1906-01-04,Rector's,,Dollars,USD,complete,8,498,,0,
24608,,ARION,GRAND MASQUERADE BALL,SOC;,"MADISON SQ. GARDEN, NEW YORK CITY",FOLDER; ILLUS; COL; 5.25X7;,OTHER;,PRICED MENU AND WINE LIST; PRINTED ON PINK STOCK; FRONT HEAVILY ILLUSTRATED;,1907-189,,,1907-02-08,Arion,,Dollars,USD,complete,4,57,OTHER,6,Holiday
24611,,HOLLAND'S LADIES & GENTS DINING ROOMS,DAILY MENU,COMMERCIAL,141 FOURTH AVE. NY,FOLDER; ILLUS;6.25 X 10.5;,,,1900-394,,,1900-01-18,Holland's Ladies & Gents Dining Rooms,,Dollars,USD,complete,4,208,,0,
24623,,HAMBURG-AMERIKA LINIE,CARTE DU JOUR-DINER,COMMERCIAL,"RITZ CARLTON RESTAURANT AN BORD DER ""AMERIKA""",CARD; ILLUS; COL; 8.75X12.75;,,A LA CARTE MENU IN FRENCH; MENU HANDWRITTEN IN VIOLET INK; DECORATIVE FLOWER BORDER; ONE OF SEVERAL MENUS FOR DIFFERENT PASSENGER CLASSES ON THIS OCEAN LINER; [DATE INFO SUPPLIED BY FEB];,1906-611,,,1906-07-22,Hamburg Amerika Linie,,Deutsche Marks,DEM,complete,2,74,,0,
24647,,HEALY'S OYSTER  HOUSE,DINNER OR LUNCH,COMMERCIAL,,FOLDER; COL; 5.5 X 11;,,PRICED MENU; HANDWRITTEN MENU; NO ADDRESS NOTED;,1900-188,,,1900-01-12,Healy's Oyster  House,,Dollars,USD,complete,2,14,,0,
24654,,DRAKE'S OYSTER HOUSE AND CAFE,MENU,COMMERCIAL,"61-63 EAST 59 STREET,NEW YORK,NY",FOLDER;COL;8X12;,DAILY;,DATE HANDWRITTEN;VERY POOR CONDITION;WINE LIST;,1901-892,,,1901-04-01,Drake's Oyster House And Cafe,,Dollars,USD,complete,4,336,DAILY,1,Daily
24664,,KENSINGTON HOTEL,A LA CARTE MENU,COMMERCIAL,5TH AVE. & 15 ST. NY,FOLDER; 6.5 X 9.5;,,SOME HANDWRITTEN ITEMS & PRICES;,1900-392,,,1900-01-18,Kensington Hotel,,Dollars,USD,complete,4,242,,0,
24666,,NEW YORK CENTRAL,BREAKFAST,COMMERCIAL,DINING CAR SERVICE,BROADSHEET; ILLUS; COL; 5.5 X 7;,DAILY,COMPLETE WINE LIST ON BACK;,1899-128,,,1899-01-01,New York Central,,Dollars,USD,complete,2,95,DAILY,1,Daily
24667,,OLD POODLE DOG RESTAURANT,LUNCH,COMMERCIAL,"SAN FRANCISCO,CA;",BROADSIDE;ILLUS;6.5X11;,,SOME ITEMS HANDWRITTEN;,1906-887,,,1906-11-30,Old Poodle Dog Restaurant,,Dollars,USD,complete,2,29,,0,
24669,,CHILDS',DAILY MENU,COMMERCIAL,NEW YORK,CARD; COL; ILLUS; 6X10;,,PRICED MENU; YELLOW STOCK; ORNAMENTAL LETTERING;,1907-561,,,1907-06-01,Childs',,Dollars,USD,complete,2,110,,0,
24674,,HOTEL ST. REGIS,LUNCHEON,COMMERCIAL,?,BROADSHEET;5X8;,DAILY;,ALL ITEMS PRICED;MENU IN ENGLISH ON ONE SIDE & FRENCH ON REVERSE;,1906-142,,,1906-02-09,Hotel St. Regis,,Dollars,USD,complete,2,199,DAILY,1,Daily
24675,,METROPOLITAN OPERA HOUSE,22ND REGIMENT RECEPTION,PROF;,"HOTEL MARLBOROUGH, NEW YORK, NY",BROADSHEET; 4.5 x 6.5;,OTHER (RECEPTION);,BROADSHEET; INCLUDES PRICED WINE LIST,1890-021,,,1890-01-16,Metropolitan Opera House,,Dollars,USD,complete,2,28,OTHER RECEPTION,15,Festival
24676,,SOCIETY OF THE GENESEE,EIGHTH ANNUAL DINNER IN HONOR OF STEWART L. WOODFORD,SOC;,"WALDORF-ASTORIA, NEW YORK, NY",BOOKLET; ILLUS; COL; 5.6X19.6;,ANNIVERSARY/COMPL;,PRICED WINE LIST; LISTS TOASTS; MR. WOODFORD'S PHOTOGRAPH ON COVER;,1906-100,,,1906-01-27,Society Of The Genesee,,Dollars,USD,complete,4,22,ANNIVERSARYCOMPL,3,Annual
24683,,TAYLOR'S RESTAURANT,DINNER,COMMERCIAL,ST. DENIS HOTEL; NY,FOLDER; 7 X 11;,,PRICED MENU; PRICED WINE LIST;,1892-067,,,1892-05-05,Taylor's Restaurant,,Dollars,USD,complete,4,648,,0,
24689,,HEALY'S OYSTER AND CHOP HOUSE,DINNER OR LUNCH,COMMERCIAL,"SEASIDE AVENUE, ROCKAWAY BEACH, NY",FOLDER; COL; 7 X 11;,,PRICED MENU; PRICED WINE LIST;HANDWRITTEN NOTE THAT THIS RESTAURANT IS A BRANCH OF HEALY'S OYSTER HOUSE AT 306 THIRD AVE; HANDWRITTEN DATE;,1900-187,,,1900-01-12,Healy's Oyster And Chop House,,Dollars,USD,complete,4,395,,0,
24691,,BUCKLEY'S HOME-MADE HOTEL,DAILY MENU,COMMERCIAL,"284 GREENWICH STREET, [NY]",BROADSIDE; 8.25 X 12.75;,,PRICED MENU; MENU FOR DAILY SPECIALS;,1900-797,,,1900-02-07,Buckley's Home Made Hotel,,Dollars,USD,complete,2,119,,0,
24726,,AMERICAN HOTEL,TABLE D'HOTE,,"[BUFFALO, NY",ILLUS.;BROADSIDE,,INCLUDES WINE LIST,1855-001,,,1855-10-05,American Hotel,,Dollars,USD,complete,2,72,,0,
24734,,HOTEL NETHRLAND,SUPPER,COMMERCIAL,NEW YORK,CARD; ILLUS; 6 X 8.5;,,PRICED MENU;  CREST; DATE NOTED BY FEB; NOTE THAT ALL DRINKING WATER IS FILTERED;,1900-182,,,1900-01-12,Hotel Netherland,,Dollars,USD,complete,2,141,,0,
24739,,HOTEL ST. REGIS,"DAILY MENU, LUNCHEON",COMMERCIAL,NEW YORK CITY,CARD; 5X8;,,MENU IN FRENCH AND IN ENGLISH;,1907-018,,,1907-01-02,Hotel St. Regis,,Dollars,USD,complete,2,198,,0,
24746,,MEYERS HOTEL,DINNER,COMMERCIAL,"HOBOKEN,NJ",FOLDER;ILLUS;COL;5.25X7;,SECULAR HOLIDAY;,WINE LIST;SEPARATE PAGES FOR COLD & WARM DISHES;,1908-005,,,1908-01-01,Meyers Hotel,,Dollars,USD,complete,4,75,SECULAR HOLIDAY,2,Complimentary
24777,,(238 EIGHT AVENUE),BREAKFAST,COMMERCIAL,"238 EIGHTH AVENUE, BETWEEN 22ND AND 23RD STREETS, NEW YORK, NY",FOLDER; 6 X 9.5;,,PRICED MENU; DATE NOTED BY FEB;,1905-518,,,1905-06-28,238 Eight Avenue,,Dollars,USD,complete,4,198,,0,
24778,,METROPOLITAN HOTEL,LUNCH,COMMERCIAL,"BROADWAY,NY",FOLDER;ILL;7X11;,DAILY;,BUILDING ILLUSTRATED ON FRONT COVER;NO DATE EXCEPT FOR ONE ENTERED LATER BY HAND;WINE LIST;,1900-357,,,1900-01-17,Metropolitan Hotel,,Dollars,USD,complete,4,271,DAILY,1,Daily
24781,,HAAN'S,LUNCH,COMMERCIAL,PARK ROW BLDG. [NY],CARD; 7 X 10.75;,,PRICED MENU; PRICED WINE LIST ON BACK; NOTE ABOUT SAFETY OF WATER; MENTION OF OTHER BRANCHES;,1900-429,,,1900-01-22,Haan's,,Dollars,USD,complete,2,353,,0,
24782,,FOGG'S LADIES' AND GENTLEMEN'S DINING ROOM,BREAKFAST & SUPPER MENU,COMMERCIAL,"98 BARCLAY ST., NEW YORK, NY","FOLDER, 6X9.75;",,[DATE INFO SUPPLIED BY FEB];,1900-782,,,1900-02-07,Fogg's Ladies' And Gentlemen's Dining Room,,Dollars,USD,complete,4,237,,0,
24785,,HOTEL ST. REGIS,LUNCHEON,COMMERCIAL,?,BROADSHEET;5X8;,DAILY;,ALL ITEMS PRICED;MENU IN ENGLISH ON ONE SIDE & FRENCH ON REVERSE;,1906-150,,,1906-02-11,Hotel St. Regis,,Dollars,USD,complete,2,201,DAILY,1,Daily
24789,,U.S.M.S. NEW YORK,DINNER,COMMERCIAL,U.S.M.S. NEW YORK,CARD; 4.0X6.25; ILLUS;,,"ILLUS, FLAG WITH EAGLE;",1900-765,,,1900-02-06,U.S.M.S. New York,,Dollars,USD,complete,2,99,,0,
24790,,CAFETERIA-LUNCH,DAILY MENU,COMMERCIAL,"57 BROAD STREET,NEW YORK,NY",FOLDER;ILL;6X9.5;,DAILY;,DAILY SPECIALS ON INNER RIGHT SIDE WITH PRINTED MENU ON LEFT;ILLUSTRATION OF MERMAIDS IN BOAT AT SEA;SPECIALS DUPLICATED BY MECHANICAL MEANS;HORNED ANIMAL ON BACK COVER WITH DECORATIONS;,1900-848,,,1900-02-09,Cafeteria Lunch,,Dollars,USD,complete,4,304,DAILY,1,Daily
24791,,NEW YORK CENTRAL & HUDSON RIVER R.R..,BREAKFAST,COMMERCIAL,EN ROUTE,FOLDER; ILLUS; COL; 5 X 8;,,PRICE FOR ENTIRE MEAL LISTED; PRICE LIST FOR ALL WINES INCLUDED;,1901-431,,,1901-02-20,New York Central & Hudson River R.R..,,Dollars,USD,complete,4,99,,0,
24798,,LADIES' RESTAURANT,DINNER,COMMERCIAL,"6 PARK PLACE, NYC",FOLDER; 6 X 10;,,WINE LIST; LADIES' AND GENTS RESTAURANT UPSTAIRS;,1892-078,,,1892-06-01,Ladies' Restaurant,,Dollars,USD,complete,4,334,,0,
24802,,CONGRESS HOTEL COMPANY,DAILY MENU,COMMERCIAL,"CHICAGO, [IL]",CARD; 7 X 11;,,PRICED MENU;,1907-618,,,1907-06-20,Congress Hotel Company,,Dollars,USD,complete,2,222,,0,
24821,,HOTEL KNICKERBOCKER (?),BREAKFAST,COMMERCIAL,NEW YORK,CARD; ILLUS; COL; 7.75 X 12;,,PRICED MENU; PASTORAL ILLUSTRATION;,1907-031,,,1907-01-07,Hotel Knickerbocker (?),,Dollars,USD,complete,2,97,,0,
24832,,THE WENTWORTH,DINNER,,"NEWCASTLE, RI",FOLDER; 5X8; ILLUS;,,WINE LIST; SCHOONER; VEGETATION;,1880-019,,,1880-06-29,The Wentworth,,Dollars,USD,complete,4,69,,0,
24842,,BROADWAY CENTRAL HOTEL,LUNCHEON,COMMERCIAL,"NEW YOK, NY",FOLDER; ILLUS; 6.25X9.25;,OTHER (DAILY MENU);,"GENTLEMEN'S CAFE; ""AMERICAN PLAN, WITH ROOM, FOR FULL DAY'S BOARD, 50c, PER MEAL, $1.50 PER DAY, SINGLE MEALS, 75c;"" ILLUSTRATION OF HOTEL ON COVER;",1900-170,,,1900-01-11,Broadway Central Hotel,,Dollars,USD,complete,3,189,OTHER DAILY MENU,5,Tour
24866,,CONGRESS HOTEL COMPANY,TABLE D'HOTE DINNER,COMMERCIAL,"CHICAGO, IL",CARD; ILLUS; COL; 4X7;,,TABLE D'HOTE DINNEER - $1.25;  ILLUSTRATION OF HOTEL AT TOP OF MENU;,1907-631,,,1907-06-25,Congress Hotel Company,,Dollars,USD,complete,2,22,,0,
24871,,DENNETT'S,BREAKFAST,COMMERCIAL,"PARK ROW, NYC",CARD; 5 X 9;,,NOTE STATES THAT WATER IS FILTERED AND GUARANTEED PURE;,1895-120,,,1895-01-01,Dennett's,,Dollars,USD,complete,2,74,,0,
24872,,SIEGEL-COOPER CO.,LUNCHEON,COM,"6TH AVE.,I8&19 ST.,NY",BROADSHEET; COL; 7 X 11;,,ALL PRICES INCLUDED; DESCRIPTION OF VARIOUS DEPARTMENTS ON BACK OF MENU;,1901-748,,,1901-03-25,Siegel Cooper Co.,,Dollars,USD,complete,2,97,,0,
24876,,CHILDS' LUNCH ROOMS,BILL OF FARE,COMMERCIAL,NY CITY,BROADSHEET; ILLUS; COL; 6 X 10;,DAILY,,1900-700,,,1900-02-02,Childs' Lunch Rooms,,Dollars,USD,complete,2,101,DAILY,1,Daily
24888,,VICTOR BARACCA REST;,COMPLETE MENU,COMMERCIAL,NYC,FOLDER; 6X9.5;,DAILY,ALL ITEMS PRICED; MOSTLY HANDWRITTEN; COMPLETE WINE LIST ON BACK;,1906-136,,,1906-02-07,Victor Baracca Rest;,,Dollars,USD,complete,4,327,DAILY,1,Daily
24890,,SIEGEL COOPER CO.,"QUICK LUNCHEON, AFTERNOON TEA",COMMERCIAL,"SIXTH AVENUE, NEW YORK",FOLDER; COL; 7 X 10;,,PRICED MENU; BLUE STOCK; STORE DIRECTORY ON BACK COVER;,1906-753,,,1906-10-12,Siegel Cooper Co.,,Dollars,USD,complete,4,222,,0,
24912,,RED STAR LINE - S.S.FRIESLAND,DINNER,COMMERCIAL,ENROUTE,BROADSHEET; ILLUS; 5 X 8;,,MENU HANDWRITTEN; COMPLETE WINE LIST WITH PRICES ON BACK;,1900-101,,,1900-01-10,Red Star Line   S.S.Friesland,,Belgian Francs,BEF,complete,2,51,,0,
24917,,CAFETERIA-LUNCH,MENU,COMMERCIAL,"57 BROAD STREET, NEW YORK, NY",FOLDER; ILLUS; 6X9.5;,OTHER (DAILY MENU);,SPECIALS WRITTEN IN FADED LAVENDAR INK; MOOSE ILLUSTRATION ON BACK COVER;,1900-550,,,1900-01-27,Cafeteria Lunch,,Dollars,USD,complete,4,97,OTHER DAILY MENU,5,Tour
24920,,WINDSOR HOTEL,DINNER,,"JACKSONVILLE, FL",FOLDER; ILLUS; COL; 4.5 X 7;,,PALE BLUE; WINTER SCENE; BIRD; FLOWERS; WINE LIST; OPEN DEC.TO MAY;,1882-011,,,1882-01-05,Windsor Hotel,,Dollars,USD,complete,4,96,,0,
24926,,UNIONE PANETTIERI ITALIANI,BANCHETTO,,"HOTEL COLOMBO,[NY]",CARD;,,ITALIAN MENU WITH 1/2 BOTTLE OF WINE;PRICED WINE LIST ON BACK;,1899-900,,,1899-12-25,Unione Panettieri Italiani,,Dollars,USD,complete,2,20,,0,
24928,,CAFE DES AMBASSADEURS,"DAILY MENU, DINNER",COMMERCIAL,"108-110 WEST 38TH STREET, NEW YORK, NY",FOLDER; ILLUS; COL; 7X11;,,PRICED WINE LIST; MENU IN COMBINATION OF FRENCH AND ENGLISH;,1905-456,,,1905-06-11,Cafe Des Ambassadeurs,,Dollars,USD,complete,4,419,,0,
24930,,REVERE HOUSE,DAILY DINNER MENU,,"BOSTON,MA.",ILLUS. FOLDER,,INCLUDES WINE LIST,1862-01,,,1862-04-09,Revere House,,Dollars,USD,complete,4,186,,0,
24932,,(MAJESTIC HOTEL),(CARTE DU JOUR),COMMERCIAL,,BOOKLET; 4.25X7.5;,OTHER (DAILY HOTEL MENU);,"(SPONSOR, EVENT & DATE INFO SUPPLIED BY FLB); SILK CORD ATTACHMENT;",1900-649,,,1900-01-31,Majestic Hotel,,Dollars,USD,complete,16,423,OTHER DAILY HOTEL MENU,12,Meeting
24934,,HOTEL MAJESTIC,LUNCHEON,COMMERCIAL,NY,CARD;4.5X7.25;,DAILY;,PRICED MENU;,1900-579,,,1900-01-29,Hotel Majestic,,Dollars,USD,complete,2,65,DAILY,1,Daily
24942,,HOTEL ST. REGIS,"DAILY MENU, DINNER",COMMERCIAL,NEW YORK CITY,CARD; 5X8;,,MENU IN FRENCH AND IN ENGLISH;,1907-019,,,1907-01-02,Hotel St. Regis,,Dollars,USD,complete,2,182,,0,
24945,,ASTOR HOUSE,DINNER,COMMERCIAL,NEW YORK CITY,FOLDER; ILLUS; 7 X 11;,,ILLUS. OF HOTEL; PRICED MENU  AND WINE LIST;,1892-069,,,1892-05-08,Astor House,,Dollars,USD,complete,4,474,,0,
24952,,WALTON'S OLD HOMESTEAD OYSTER AND CHOP HOUSE,DAILY MENU,COMMERCIAL,"245 EIGHTH AVENUE, NEW YORK",FOLDER; COL; 7 X 11;,,PRICED MENU; ORANGE STOCK;,1906-683,,,1906-08-30,Walton's Old Homestead Oyster And Chop House,,Dollars,USD,complete,4,467,,0,
24953,,SOCIETA'LA PIEMONTESE,[DINNER] FOR THE INAUGURATION OF BATTESIMO OF BANDIERE,SOC;,"HOTEL LASSARE, ROSEBANK, S.I.,N.Y.",FOLDER; 5.5X4.5;,COMPLIMENTARY/TESTIMONIAL,PROGRAM FROM 4PM TO MIDNIGHT PRINTED; ALL MATERIAL INCLUDING MENU IN ITALIAN; WINE SERVED; PAID WINE LIST;,1896-024,,,1896-01-27,Societa'la Piemontese,,Dollars,USD,complete,2,42,COMPLIMENTARYTESTIMONIAL,4,Farewell
24954,,HOTEL NETHERLAND,DINNER,COMMERCIAL,NEW YOK,CARD; BROADSHEET; 6.25 X 11;,,PRICED MENU; PRICED WINE LIST; CREST (OF NETHELANDS?),1896-205,,,1896-11-12,Hotel Netherland,,Dollars,USD,complete,2,381,,0,
24956,,NEW YORK CENTRAL & HUDSON RIVER R.R. DINING CAR SERVICE,BREAKFAST,COMMERCIAL,EN ROUTE,FOLDER; ILLUS; 5.5 X 7;,,ILLUSTRATION OF GRAND CENTRAL STATION ON FRONT AND RIVER SCENE ON BACK; PRIX FIXE MENU; PRICED WINE LIST; COPY OF MENU AVAILABLE IN AN ENVELOPE FOR MAILING; TRAIN NUMBER AND DATE PRINTED ON BOTTOM OFMENU;,1900-433,,,1900-01-20,New York Central & Hudson River R.R. Dining Car Service,,Dollars,USD,complete,4,89,,0,
24959,,HASKIN'S RESTAURANT,"DINNER,BREAKFAST AND A LA CARTE",COMMERCIAL,"117WEST 34TH STREET,NEW YORK,NY",FOLDER;5.5X9;,DAILY;,NO SMOKING;,1900-1197,,,1900-02-21,Haskin's Restaurant,,Dollars,USD,complete,4,137,DAILY,1,Daily
24963,,RED STAR LINE,DINNER,COMMERCIAL,EN ROUTE ABOARD SS FRIESLAND,CARD; ILLUS; COL; 5 X 8;,,PRICED WINE LIST; RATES OF EXCHANGE FOR SETTLEMEN OF WINE BILLS; WINE LIST PRICES LISTED IN FRANCS; HANDWRITTEN; ILLUSTRATION IN DARK GREEN OF STEAMER AND LIFEBOAT;,1900-072,,,1900-01-07,Red Star Line,,Belgian Francs,BEF,complete,2,56,,0,
24967,,HOLLAND-AMERICA LINE,LUNCHEON,COMMERCIAL,R.M.S.ROTTERDAM,CARD;,DAILY;,PAID WINE LIST ON BACK;,1899-378,,,1899-04-21,Holland America Line,,Dollars,USD,complete,2,93,DAILY,1,Daily
24973,,STIFTUNGS-FESTES DER HARMONIA,DINNER MENU[SPEISE-KARTE],,"[NEW YORK, NY?]",BROADSIDE,[ETHNIC HOLIDAY],PRINTED IN GERMAN-INCLUDES WINE LIST,1858-002,,,1858-12-08,Stiftungs Festes Der Harmonia,,Dollars,USD,complete,2,36,ETHNIC HOLIDAY,13,Religious Holiday
24985,,HOTEL MANHATTAN,DINNER,COMMERCIAL,NEW YORK,CARD; ILLUS; 6 X 9.5;,,PRICED MENU; CREST OF NEW YOK CITY;,1900-078,,,1900-01-08,Hotel Manhattan,,Dollars,USD,complete,2,174,,0,
24989,,ST.REGIS HOTEL,DINNER,COMMERCIAL,?,BROADSHEET;5X8;,DAILY;,SAME MENU IN FRENCH ON REVERSE SIDE;,1906-321,,,1906-03-19,St.Regis Hotel,,Dollars,USD,complete,2,164,DAILY,1,Daily
24990,,STAUCH'S RESTURANT,DINNER,COMMERCIAL,"CONEY ISLAND, NEW YORK",FOLDER; COL; ILLUS; 8.5 X 14.5;,,PRICED MENU AND WINE LIST; PICTURE OF BUILDING AND PEOPLE DANCING; GREEN STOCK;,1906-012,,,1906-01-01,Stauch's Resturant,,Dollars,USD,complete,5,622,,0,
24994,,(COLONIAL HOTEL),CARTE DU JOUR,COMMERCIAL,"[CLEVELAND, OH]",FOLDER; COL; 5.5X8;,,"[SPONSOR, PLACE & DATE INFO HANDWRITTEN ON BACK OF MENU];",1901-107,,,1901-01-17,Colonial Hotel,,Dollars,USD,complete,8,320,,0,
25014,,V. FORTWENGLER,BILL OF FARE,COMMERCIAL,"(3 WILLIAM ST., NEW YORK, NY)",BROADSHEET; 5.25X9.25;,OTHER (DAILY MENU);,A LA CARTE MENU; EXTENSIVE PRICED WINE LIST; (PLACE INFO SUPPLIED BY FLB);,1900-640,,,1900-01-31,V. Fortwengler,,Dollars,USD,complete,2,233,OTHER DAILY MENU,5,Tour
25021,,PARK RESTAURANT,MENU,COMMERCIAL,"NEW YORK, NY",FOLDER; ILLUS; 7X11;,,"A LA CARTE MENU FOR BREAKFAST, DINNER, TEA; DECORATIVE BORDER;",1901-996,,,1901-04-26,Park Restaurant,,Dollars,USD,complete,4,232,,0,
25030,,SMITH & MC NELL,BREAKFAST & SUPPER MENU,COMMERCIAL,"NEW YORK, NY",FOLDER; 6X10;,OTHEER (DAILY HOTEL MENU);,"INCLUDES PRICED WINE LIST ON BACK COVER; ""400 NICELY FURNISHED, WELL HEATED AND VENTILATED ROOMS;""",1900-651,,,1900-01-31,Smith & Mc Nell,,Dollars,USD,complete,4,378,OTHEER DAILY HOTEL MENU,12,Meeting
25056,,HAAN'S,LUNCH,COMMERCIAL,75TH ST.& COLUMBUS AVE.[NY],BROADSIDE; ILLUS; COL; 4.75 X 8;,DAILY,ALL PRICES LISTED; WINE LIST INCLUDED;,1899-610,,,1899-10-09,Haan's,,Dollars,USD,complete,2,28,DAILY,1,Daily
25057,,CAFETERIA - LUNCH,DAILY BILL OF FARE,COMMERCIAL,57 BROAD ST.NY,FOLDER; ILLUS; 5.5 X 9.5;,DAILY,ONE PAGE HANDWRITTEN DAILY SPECIAL DISHES;,1900-698,,,1900-02-01,Cafeteria   Lunch,,Dollars,USD,complete,4,115,DAILY,1,Daily
25060,,NAETHING BROS.,BILL OF FARE,COMMERCIAL,"NEW YORK, NY",BROADSHEET; COL; 5X9.5;,OTHER (DAILY MENU);,"""ALL 5c CAKES ARE 6 FOR 25c;"" MOST ITEMS ARE 2c & 5c; ""FINEST MACAROOMS IN THE CITY, 40c PER LB;""",1900-163,,,1900-01-11,Naething Bros.,,Dollars,USD,complete,2,113,OTHER DAILY MENU,5,Tour
25062,,THE ANSONIA,LUNCHEON,COMMERCIAL,"BROADWAY AND 73RD STREET, NEW YORK",CARD; 4.25 X 6.5;,,PRICED MENU; LOGO;,1907-077,,,1907-01-13,The Ansonia,,Dollars,USD,complete,2,61,,0,
